1656626770.144 +93.7675A  +93.8183A  +93.8127A  +93.1656626770.209 7918A  +93.7083A  +93.6823A  +93.6853A  +93.7340A  | 750.0003A  | +18.3530V    +0.1616V    -0.0000V    -1.8614V  
1656626770.66 +93.7669A  +93.8165A  +93.8153A  +93.7920A  +93.7111A  +93.6814A  +93.6842A  +93.7329A  | 750.0002A  | +18.3529V    +0.1616V    -0.0000V    -1.8628V  
1656626771.191 +93.7657A  +93.8164A  +93.8152A  +93.7921A  +93.7171A  +93.6792A  +93.6820A  +93.7318A  | 749.9995A  | +18.3520V    +0.1616V    -0.0000V    -1.8642V  
1656626771.654 +93.7663A  +93.8137A  +93.8155A  +93.7965A  +93.7108A  +93.6823A  +93.6821A  +93.7330A  | 750.0002A  | +18.3496V    +0.1616V    -0.0000V    -1.8664V  
1656626772.185 +93.7657A  +93.8161A  +93.8152A  +93.7948A  +93.7098A  +93.6829A  +93.6824A  +93.7328A  | 749.9998A  | +18.3506V    +0.1616V    -0.0000V    -1.8677V  
1656626772.644 +93.7657A  +93.8146A  +93.8158A  +93.7951A  +93.7092A  +1656626772.708 93.6826A  +93.6842A  +93.7326A  | 749.9999A  | +18.3512V    +0.1616V    -0.0000V    -1.8692V  
1656626773.158 +93.7613A  +93.8131A  +93.8151A  +93.7913A  +93.7228A  +93.6796A  +93.6843A  +93.7326A  | 750.0001A  | +18.3516V    +0.1616V    -0.0000V    -1.8698V  
1656626773.687 +93.7630A  +93.8148A  +93.8169A  +93.7924A  +93.7132A  +93.6800A  +93.6849A  +93.7347A  | 749.9999A  | +18.3523V    +0.1616V    -0.0000V    -1.8713V  
1656626774.15 +93.7615A  +93.8156A  +93.8137A  +93.7877A  +93.7236A  +1656626774.216 93.6844A  +93.6821A  +93.7310A  | 749.9995A  | +18.3526V    +0.1616V    -0.0000V    -1.8725V  
1656626774.667 +93.7645A  +93.8165A  +93.8120A  +93.7870A  +93.7167A  +93.6903A  +93.6819A  +93.7311A  | 749.9999A  | +18.3531V    +0.1616V    -0.0000V    -1.8746V  
1656626775.134 +93.7619A  +93.8141656626775.2 9A  +93.8109A  +93.7839A  +93.7316A  +93.6867A  +93.6815A  +93.7289A  | 750.0003A  | +18.3532V    +0.1616V    -0.0000V    -1.8763V  
1656626775.656 +93.7628A  +93.8140A  +93.8130A  +93.7853A  +93.7254A  +93.6878A  +93.6824A  +93.7289A  | 749.9994A  | +18.3514V    +0.1616V    -0.0000V    -1.8776V  
1656626776.185 +93.7655A  +93.8152A  +93.8138A  +93.7861A  +93.7221A  +93.6881A  +93.6806A  +93.7281A  | 749.9994A  | +18.3519V    +0.1616V    -0.0000V    -1.8791V  
1656626776.645 +93.7684A  +93.8069A1656626776.71   +93.8157A  +93.7904A  +93.7133A  +93.6919A  +93.6833A  +93.7299A  | 749.9997A  | +18.3517V    +0.1616V    -0.0000V    -1.8801V  
1656626777.163 +93.7688A  +93.8061A  +93.8160A  +93.7912A  +93.7089A  +93.6941A  +93.6836A  +93.7311A  | 749.9998A  | +18.3514V    +0.1616V    -0.0000V    -1.8818V  
1656626777.691 +93.7695A  +93.8046A  +93.8167A  +93.7915A  +93.7113A  +93.6936A  +93.6812A  +93.7313A  | 749.9997A  | +18.3512V    +0.1616V    -0.0000V    -1.8827V  
1656626778.151 +93.7706A  +93.8071A1656626778.217   +93.8137A  +93.7937A  +93.7066A  +93.6937A  +93.6811A  +93.7324A  | 749.9989A  | +18.3514V    +0.1616V    -0.0000V    -1.8839V  
1656626778.668 +93.7726A  +93.8081A  +93.8071A  +93.7918A  +93.7137A  +93.6934A  +93.6806A  +93.7325A  | 749.9998A  | +18.3515V    +0.1616V    -0.0000V    -1.8853V  
1656626779.197 +93.7722A  +93.8073A  +93.8036A  +93.7892A  +93.7282A  +93.6885A  +93.6800A  +93.7309A  | 750.0000A  | +18.3510V    +0.1616V    -0.0000V    -1.8866V  
1656626779.658 +93.7717A  +93.8045A  +93.8036A  +93.7902A  +93.7273A  +93.6897A  +93.6818A  +93.7313A  | 750.0001A  | +18.3480V    +0.1616V    -0.0000V    -1.8883V  
1656626780.195 +93.7718A  +93.8063A  +93.8019A  +93.7909A  +93.7273A  +93.6875A  +93.6824A  +93.7314A  | 749.9996A  | +18.3476V    +0.1616V    -0.0000V    -1.8904V  
1656626780.654 +93.7754A  +93.8086A  +93.8028A  +93.7957A  +93.7143A  +93.6882A  +93.6831A  +93.7323A  | 750.0004A  | +18.3491V    +0.1616V    -0.0000V    -1.8921V  
1656626781.175 +93.7744A  +93.8099A  +93.8041A  +93.7967A  +93.7106A  +93.6884A  +93.6833A  +93.7323A  | 749.9997A  | +18.3510V    +0.1616V    -0.0000V    -1.8925V  
1656626781.638 +93.7741A  +93.8077A  +93.8058A  +93.7973A  +93.7087A  +93.1656626781.703 6898A  +93.6838A  +93.7329A  | 750.0000A  | +18.3508V    +0.1616V    -0.0000V    -1.8935V  
1656626782.157 +93.7755A  +93.8100A  +93.8073A  +93.7961A  +93.7013A  +93.6905A  +93.6846A  +93.7346A  | 749.9998A  | +18.3514V    +0.1616V    -0.0000V    -1.8944V  
1656626782.689 +93.7783A  +93.8082A  +93.8067A  +93.7963A  +93.7045A  +93.6883A  +93.6858A  +93.7333A  | 750.0013A  | +18.3514V    +0.1616V    -0.0000V    -1.8957V  
1656626783.151 +93.7763A  +93.8083A  +93.8081A  +93.7953A  +93.7069A  +93.1656626783.216 6898A  +93.6833A  +93.7318A  | 749.9999A  | +18.3516V    +0.1616V    -0.0000V    -1.8967V  
1656626783.67 +93.7748A  +93.8051A  +93.8087A  +93.7978A  +93.7075A  +93.6899A  +93.6845A  +93.7322A  | 750.0006A  | +18.3497V    +0.1616V    -0.0000V    -1.8971V  
1656626784.133 +93.7738A  +93.8060A 1656626784.198  +93.8063A  +93.7966A  +93.7199A  +93.6837A  +93.6820A  +93.7311A  | 749.9993A  | +18.3493V    +0.1616V    -0.0000V    -1.8970V  
1656626784.656 +93.7732A  +93.8069A  +93.8060A  +93.7977A  +93.7151A  +93.6845A  +93.6852A  +93.7319A  | 750.0005A  | +18.3492V    +0.1616V    -0.0000V    -1.8982V  
1656626785.178 +93.7745A  +93.8092A  +93.8038A  +93.7954A  +93.7138A  +93.6853A  +93.6863A  +93.7314A  | 749.9997A  | +18.3499V    +0.1616V    -0.0000V    -1.8991V  
1656626785.642 +93.7756A  +93.8085A  1656626785.707 +93.8060A  +93.7935A  +93.7106A  +93.6871A  +93.6884A  +93.7312A  | 750.0008A  | +18.3490V    +0.1616V    -0.0000V    -1.9005V  
1656626786.16 +93.7735A  +93.8085A  +93.8029A  +93.7904A  +93.7269A  +93.6822A  +93.6864A  +93.7293A  | 750.0000A  | +18.3488V    +0.1616V    -0.0000V    -1.9013V  
1656626786.691 +93.7752A  +93.8098A  +93.8040A  +93.7944A  +93.7197A  +93.6816A  +93.6857A  +93.7302A  | 750.0005A  | +18.3482V    +0.1616V    -0.0000V    -1.9022V  
1656626787.153 +93.7748A  +93.8103A  +1656626787.218 93.8062A  +93.7944A  +93.7176A  +93.6801A  +93.6860A  +93.7307A  | 750.0000A  | +18.3470V    +0.1616V    -0.0000V    -1.9032V  
1656626787.672 +93.7746A  +93.8097A  +93.8087A  +93.7955A  +93.7186A  +93.6800A  +93.6845A  +93.7292A  | 750.0008A  | +18.3464V    +0.1616V    -0.0000V    -1.9045V  
1656626788.135 +93.7741A  +93.8082A  +93.8058A  +93.7917A 1656626788.199  +93.7328A  +93.6762A  +93.6836A  +93.7271A  | 749.9996A  | +18.3456V    +0.1616V    -0.0000V    -1.9047V  
1656626788.659 +93.7764A  +93.8083A  +93.8072A  +93.7950A  +93.7237A  +93.6783A  +93.6830A  +93.7287A  | 750.0007A  | +18.3452V    +0.1616V    -0.0000V    -1.9048V  
1656626789.181 +93.7753A  +93.8090A  +93.8069A  +93.7936A  +93.7326A  +93.6744A  +93.6812A  +93.7269A  | 749.9999A  | +18.3454V    +0.1616V    -0.0000V    -1.9064V  
1656626789.646 +93.7773A  +93.8089A  +93.8080A  +93.7945A  1656626789.711 +93.7249A  +93.6755A  +93.6833A  +93.7289A  | 750.0014A  | +18.3457V    +0.1616V    -0.0000V    -1.9071V  
1656626790.166 +93.7770A  +93.8093A  +93.8079A  +93.7938A  +93.7220A  +93.6835A  +93.6811A  +93.7260A  | 750.0006A  | +18.3442V    +0.1616V    -0.0000V    -1.9087V  
1656626790.696 +93.7757A  +93.8061A  +93.8068A  +93.7925A  +93.7203A  +93.6958A  +93.6801A  +93.7243A  | 750.0016A  | +18.3417V    +0.1616V    -0.0000V    -1.9099V  
1656626791.154 +93.7737A  +93.8086A  +93.8067A  +93.7905A  +93.7202A  +93.6984A  +93.6785A  +93.7235A  | 750.0003A  | +18.3439V    +0.1616V    -0.0000V    -1.9110V  
1656626791.675 +93.7742A  +93.8071A  +93.8080A  +93.7882A  +93.7264A  +93.6974A  +93.6772A  +93.7223A  | 750.0007A  | +18.3436V    +0.1616V    -0.0000V    -1.9110V  
1656626792.203 +93.7728A  +93.8067A  +93.8051A  +93.7854A  +93.7337A  +93.6957A  +93.6814A  +93.7196A  | 750.0005A  | +18.3442V    +0.1616V    -0.0000V    -1.9117V  
1656626792.655 +93.7708A  +93.8068A  +93.8053A  +93.7880A  +93.7313A  +93.6952A  +93.6850A  +93.7184A  | 750.0008A  | +18.3456V    +0.1616V    -0.0000V    -1.9131V  
1656626793.181 +93.7702A  +93.8078A  +93.8054A  +93.7877A  +93.7301A  +93.6942A  +93.6885A  +93.7165A  | 750.0005A  | +18.3461V    +0.1616V    -0.0000V    -1.9133V  
1656626793.713 +93.7689A  +93.8083A  +93.8070A  +93.7882A  +93.7279A  +93.6936A  +93.6885A  +93.7184A  | 750.0007A  | +18.3469V    +0.1616V    -0.0000V    -1.9134V  
1656626794.165 +93.7666A  +93.8062A  +93.8045A  +93.7873A  +93.7455A  +93.6895A  +93.6856A  +93.7159A  | 750.0010A  | +18.3482V    +0.1616V    -0.0000V    -1.9138V  
1656626794.693 +93.7703A  +93.8071A  +93.8048A  +93.7865A  +93.7333A  +93.6925A  +93.6868A  +93.7186A  | 749.9999A  | +18.3487V    +0.1616V    -0.0000V    -1.9148V  
1656626795.155 +93.7710A  +93.8089A  +93.8058A  +93.7867A  +93.7290A  +93.6912A  +93.6880A  +93.7196A  | 750.0002A  | +18.3485V    +0.1616V    -0.0000V    -1.9156V  
1656626795.676 +93.7720A  +93.8097A  +93.8037A  +93.7878A  +93.7235A  +93.6929A  +93.6899A  +93.7205A  | 750.0001A  | +18.3481V    +0.1616V    -0.0000V    -1.9162V  
1656626796.139 +93.7710A  +93.811656626796.205 11A  +93.8055A  +93.7853A  +93.7314A  +93.6907A  +93.6873A  +93.7182A  | 750.0005A  | +18.3488V    +0.1616V    -0.0000V    -1.9167V  
1656626796.659 +93.7716A  +93.8103A  +93.8091A  +93.7874A  +93.7255A  +93.6913A  +93.6871A  +93.7182A  | 750.0005A  | +18.3488V    +0.1616V    -0.0000V    -1.9171V  
1656626797.188 +93.7704A  +93.8117A  +93.8103A  +93.7895A  +93.7191A  +93.6910A  +93.6891A  +93.7193A  | 750.0003A  | +18.3489V    +0.1616V    -0.0000V    -1.9177V  
1656626797.65 +93.7695A  +93.8101656626797.715 4A  +93.8126A  +93.7911A  +93.7215A  +93.6897A  +93.6877A  +93.7178A  | 750.0003A  | +18.3481V    +0.1616V    -0.0000V    -1.9185V  
1656626798.166 +93.7715A  +93.8122A  +93.8143A  +93.7917A  +93.7152A  +93.6891A  +93.6873A  +93.7183A  | 749.9996A  | +18.3463V    +0.1616V    -0.0000V    -1.9200V  
1656626798.691 +93.7728A  +93.8103A  +93.8141A  +93.7926A  +93.7184A  +93.6877A  +93.6879A  +93.7164A  | 750.0002A  | +18.3460V    +0.1616V    -0.0000V    -1.9205V  
1656626799.152 +93.7710A  +93.8091656626799.217 1A  +93.8154A  +93.7930A  +93.7182A  +93.6886A  +93.6888A  +93.7159A  | 750.0000A  | +18.3459V    +0.1616V    -0.0000V    -1.9200V  
1656626799.669 +93.7719A  +93.8078A  +93.8127A  +93.7924A  +93.7182A  +93.6898A  +93.6882A  +93.7187A  | 749.9997A  | +18.3452V    +0.1617V    -0.0000V    -1.9208V  
1656626800.146 +93.7730A  +93.8103A  +93.8124A  +93.71656626800.212 924A  +93.7119A  +93.6916A  +93.6899A  +93.7179A  | 749.9995A  | +18.3445V    +0.1617V    -0.0000V    -1.9207V  
1656626800.665 +93.7745A  +93.8094A  +93.8129A  +93.7915A  +93.7156A  +93.6901A  +93.6889A  +93.7176A  | 750.0005A  | +18.3438V    +0.1617V    +0.0000V    -1.9207V  
1656626801.194 +93.7736A  +93.8068A  +93.8161A  +93.7931A  +93.7130A  +93.6885A  +93.6911A  +93.7175A  | 749.9997A  | +18.3372V    +0.1617V    -0.0000V    -1.9211V  
1656626801.654 +93.7754A  +93.8063A  +93.8193A  +93.7954A  +93.7080A  +93.6878A  +93.6909A  +93.7173A  | 750.0003A  | +18.3340V    +0.1617V    -0.0000V    -1.9221V  
1656626802.188 +93.7769A  +93.8076A  +93.8210A  +93.7966A  +93.7021A  +93.6871A  +93.6914A  +93.7172A  | 749.9998A  | +18.3325V    +0.1617V    -0.0000V    -1.9231V  
1656626802.652 +93.7774A  +93.8075A  +93.8205A  +93.7930A  +93.7098A  +931656626802.717 .6873A  +93.6895A  +93.7152A  | 750.0002A  | +18.3333V    +0.1617V    -0.0000V    -1.9232V  
1656626803.17 +93.7760A  +93.8094A  +93.8196A  +93.7954A  +93.7071A  +93.6866A  +93.6910A  +93.7148A  | 749.9999A  | +18.3339V    +0.1617V    -0.0000V    -1.9239V  
1656626803.693 +93.7754A  +93.8099A  +93.8191A  +93.7949A  +93.7094A  +93.6848A  +93.6905A  +93.7164A  | 750.0003A  | +18.3355V    +0.1617V    -0.0000V    -1.9245V  
1656626804.156 +93.7772A  +93.8109A  +93.8196A  +93.7997A  +93.7033A  +93.6839A  +93.6909A  +93.7146A  | 750.0000A  | +18.3323V    +0.1617V    -0.0000V    -1.9247V  
1656626804.688 +93.7786A  +93.8081A  +93.8207A  +93.8001A  +93.7097A  +93.6810A  +93.6890A  +93.7129A  | 750.0000A  | +18.3295V    +0.1617V    -0.0000V    -1.9254V  
1656626805.151 +93.7758A  +93.8059A  1656626805.215 +93.8197A  +93.8026A  +93.7138A  +93.6794A  +93.6894A  +93.7129A  | 749.9995A  | +18.3257V    +0.1617V    -0.0000V    -1.9256V  
1656626805.667 +93.7747A  +93.8023A  +93.8195A  +93.8021A  +93.7218A  +93.6772A  +93.6905A  +93.7117A  | 749.9999A  | +18.3216V    +0.1617V    -0.0000V    -1.9264V  
1656626806.134 +93.7767A  +93.8029A  +93.8197A  +93.8023A1656626806.199   +93.7182A  +93.6781A  +93.6908A  +93.7115A  | 750.0001A  | +18.3194V    +0.1617V    -0.0000V    -1.9270V  
1656626806.658 +93.7773A  +93.8029A  +93.8124A  +93.8031A  +93.7216A  +93.6792A  +93.6917A  +93.7121A  | 750.0003A  | +18.3184V    +0.1617V    -0.0000V    -1.9271V  
1656626807.179 +93.7742A  +93.8035A  +93.8073A  +93.8007A  +93.7414A  +93.6772A  +93.6888A  +93.7078A  | 750.0008A  | +18.3190V    +0.1617V    -0.0000V    -1.9270V  
1656626807.644 +93.7770A  +93.8016A  +93.8110A  +93.8052A 1656626807.709  +93.7275A  +93.6782A  +93.6902A  +93.7095A  | 750.0002A  | +18.3143V    +0.1617V    -0.0000V    -1.9274V  
1656626808.16 +93.7788A  +93.8061A  +93.8111A  +93.8057A  +93.7220A  +93.6785A  +93.6892A  +93.7086A  | 749.9999A  | +18.3141V    +0.1617V    -0.0000V    -1.9273V  
1656626808.69 +93.7776A  +93.8069A  +93.8081A  +93.8005A  +93.7238A  +93.6817A  +93.6896A  +93.7112A  | 749.9994A  | +18.3169V    +0.1617V    -0.0000V    -1.9275V  
1656626809.155 +93.7771A  +93.8122A  +93.8058A  +93.7963A  +93.7213A  +93.6882A  +93.6884A  +93.7107A  | 750.0000A  | +18.3216V    +0.1617V    -0.0000V    -1.9282V  
1656626809.687 +93.7773A  +93.8089A  +93.8095A  +93.7987A  +93.7191A  +93.6887A  +93.6891A  +93.7084A  | 749.9998A  | +18.3181V    +0.1617V    -0.0000V    -1.9290V  
1656626810.217 +93.7742A  +93.8078A  +93.8076A  +93.7962A  +93.7358A  +93.6853A  +93.6878A  +93.7053A  | 749.9999A  | +18.3170V    +0.1617V    -0.0000V    -1.9296V  
1656626810.668 +93.7753A  +93.8081A  +93.8068A  +93.7973A  +93.7328A  +93.6853A  +93.6881A  +93.7062A  | 749.9998A  | +18.3187V    +0.1617V    -0.0000V    -1.9292V  
1656626811.146 +93.7766A  +93.8108A  +91656626811.213 3.8058A  +93.7991A  +93.7193A  +93.6881A  +93.6903A  +93.7093A  | 749.9994A  | +18.3218V    +0.1617V    -0.0000V    -1.9294V  
1656626811.663 +93.7765A  +93.8112A  +93.8069A  +93.7981A  +93.7219A  +93.6866A  +93.6889A  +93.7094A  | 749.9995A  | +18.3243V    +0.1617V    -0.0000V    -1.9303V  
1656626812.19 +93.7742A  +93.8115A  +93.8025A  +93.7933A  +93.7393A  +93.6834A  +93.6890A  +93.7071A  | 750.0002A  | +18.3267V    +0.1617V    -0.0000V    -1.9305V  
1656626812.653 +93.7757A  +93.8093A  +931656626812.718 .8041A  +93.7915A  +93.7395A  +93.6830A  +93.6901A  +93.7066A  | 750.0000A  | +18.3262V    +0.1617V    -0.0000V    -1.9309V  
1656626813.166 +93.7768A  +93.8120A  +93.8061A  +93.7970A  +93.7271A  +93.6856A  +93.6895A  +93.7062A  | 750.0003A  | +18.3233V    +0.1617V    -0.0000V    -1.9314V  
1656626813.691 +93.7750A  +93.8122A  +93.8096A  +93.8001A  +93.7212A  +93.6863A  +93.6904A  +93.7053A  | 750.0000A  | +18.3226V    +0.1617V    -0.0000V    -1.9313V  
1656626814.152 +93.7735A  +93.8122A  +931656626814.217 .8073A  +93.7927A  +93.7362A  +93.6835A  +93.6899A  +93.7049A  | 750.0001A  | +18.3230V    +0.1617V    -0.0000V    -1.9315V  
1656626814.671 +93.7762A  +93.8137A  +93.8078A  +93.7948A  +93.7314A  +93.6845A  +93.6876A  +93.7038A  | 749.9997A  | +18.3254V    +0.1617V    -0.0000V    -1.9320V  
1656626815.149 +93.7762A  +93.8154A  +93.8057A  +93.7923A  +91656626815.215 3.7433A  +93.6785A  +93.6849A  +93.7035A  | 749.9997A  | +18.3290V    +0.1617V    -0.0000V    -1.9324V  
1656626815.67 +93.7777A  +93.8173A  +93.8037A  +93.7934A  +93.7375A  +93.6795A  +93.6862A  +93.7050A  | 750.0003A  | +18.3339V    +0.1617V    -0.0000V    -1.9324V  
1656626816.196 +93.7754A  +93.8196A  +93.8049A  +93.7959A  +93.7285A  +93.6819A  +93.6879A  +93.7060A  | 750.0002A  | +18.3367V    +0.1617V    -0.0000V    -1.9322V  
1656626816.655 +93.7750A  +93.8185A  +93.8058A  +93.7961A  +93.7267A  +93.6827A  +93.6886A  +93.7069A  | 750.0003A  | +18.3376V    +0.1617V    -0.0000V    -1.9330V  
1656626817.176 +93.7740A  +93.8180A  +93.8034A  +93.7913A  +93.7435A  +93.6777A  +93.6871A  +93.7055A  | 750.0005A  | +18.3386V    +0.1617V    -0.0000V    -1.9334V  
1656626817.705 +93.7762A  +93.8185A  +93.8074A  +93.7956A  +93.7279A  +93.6811A  +93.6870A  +93.7060A  | 749.9997A  | +18.3376V    +0.1617V    -0.0000V    -1.9334V  
1656626818.156 +93.7762A  +93.8201A  +93.8077A  +93.7949A  +93.7232A  +93.6826A  +93.6881A  +93.7072A  | 749.9999A  | +18.3379V    +0.1617V    -0.0000V    -1.9336V  
1656626818.683 +93.7781A  +93.8194A  +93.8043A  +93.7924A  +93.7267A  +93.6848A  +93.6871A  +93.7071A  | 749.9998A  | +18.3395V    +0.1617V    -0.0000V    -1.9335V  
1656626819.212 +93.7776A  +93.8202A  +93.8047A  +93.7925A  +93.7257A  +93.6885A  +93.6859A  +93.7048A  | 749.9999A  | +18.3403V    +0.1617V    -0.0000V    -1.9335V  
1656626819.666 +93.7771A  +93.8193A  +93.8054A  +93.7931A  +93.7246A  +93.6899A  +93.6859A  +93.7044A  | 749.9998A  | +18.3402V    +0.1617V    -0.0000V    -1.9338V  
1656626820.194 +93.7776A  +93.8183A  +93.8045A  +93.7887A  +93.7390A  +93.6859A  +93.6841A  +93.7022A  | 750.0003A  | +18.3395V    +0.1617V    -0.0000V    -1.9339V  
1656626820.658 +93.7782A  +93.8174A  +93.8061A  +93.7909A  +93.7329A  +93.6869A  +93.6855A  +93.7025A  | 750.0005A  | +18.3391V    +0.1617V    -0.0000V    -1.9338V  
1656626821.195 +93.7761A  +93.8158A  +93.8059A  +93.7918A  +93.7394A  +93.6863A  +93.6831A  +93.7015A  | 749.9999A  | +18.3378V    +0.1617V    -0.0000V    -1.9343V  
1656626821.659 +93.7752A  +93.8150A  +93.8082A  +93.7945A  +93.7375A  +93.6854A  +93.6828A  +93.7010A  | 749.9996A  | +18.3372V    +0.1617V    -0.0000V    -1.9344V  
1656626822.191 +93.7787A  +93.8187A  +93.8112A  +93.7968A  +93.7237A  +93.6857A  +93.6833A  +93.7018A  | 749.9998A  | +18.3366V    +0.1617V    -0.0000V    -1.9339V  
1656626822.654 +93.7790A  +93.8195A  +93.8125A  +93.7997A  +93.7203A  +93.6855A  +93.6826A  +93.7009A  | 750.0000A  | +18.3372V    +0.1617V    -0.0000V    -1.9346V  
1656626823.185 +93.7793A  +93.8219A  +93.8126A  +93.7987A  +93.7163A  +93.6858A  +93.6836A  +93.7019A  | 750.0000A  | +18.3369V    +0.1617V    -0.0000V    -1.9344V  
1656626823.649 +93.7781A  +93.8217A  +93.8125A  +93.7999A  +93.7161A  +1656626823.714 93.6861A  +93.6841A  +93.7018A  | 750.0004A  | +18.3365V    +0.1617V    -0.0000V    -1.9349V  
1656626824.169 +93.7783A  +93.8230A  +93.8132A  +93.8008A  +93.7136A  +93.6852A  +93.6838A  +93.7018A  | 749.9998A  | +18.3352V    +0.1617V    -0.0000V    -1.9354V  
1656626824.632 +93.7795A  +93.82201656626824.697 A  +93.8125A  +93.7994A  +93.7135A  +93.6852A  +93.6850A  +93.7028A  | 749.9999A  | +18.3353V    +0.1617V    -0.0000V    -1.9356V  
1656626825.156 +93.7805A  +93.8230A  +93.8124A  +93.7998A  +93.7107A  +93.6844A  +93.6870A  +93.7026A  | 750.0003A  | +18.3345V    +0.1617V    -0.0000V    -1.9360V  
1656626825.677 +93.7810A  +93.8215A  +93.8131A  +93.7999A  +93.7128A  +93.6841A  +93.6858A  +93.7018A  | 750.0001A  | +18.3349V    +0.1617V    -0.0000V    -1.9359V  
1656626826.14 +93.7799A  +93.8200A 1656626826.206  +93.8120A  +93.7999A  +93.7164A  +93.6841A  +93.6858A  +93.7017A  | 749.9998A  | +18.3361V    +0.1617V    -0.0000V    -1.9360V  
1656626826.658 +93.7826A  +93.8191A  +93.8106A  +93.8003A  +93.7142A  +93.6823A  +93.6885A  +93.7027A  | 750.0002A  | +18.3371V    +0.1617V    -0.0000V    -1.9357V  
1656626827.189 +93.7796A  +93.8195A  +93.8121A  +93.7977A  +93.7160A  +93.6834A  +93.6902A  +93.7019A  | 750.0005A  | +18.3377V    +0.1617V    -0.0000V    -1.9358V  
1656626827.65 +93.7789A  +93.8188A  1656626827.716 +93.8138A  +93.7973A  +93.7170A  +93.6831A  +93.6896A  +93.7012A  | 749.9998A  | +18.3379V    +0.1617V    -0.0000V    -1.9360V  
1656626828.169 +93.7789A  +93.8211A  +93.8130A  +93.7962A  +93.7194A  +93.6808A  +93.6903A  +93.7003A  | 750.0000A  | +18.3383V    +0.1617V    -0.0000V    -1.9362V  
1656626828.649 +93.7835A  +93.8145A  +93.8165A  +93.8025A1656626828.715   +93.6997A  +93.6868A  +93.6917A  +93.7043A  | 749.9995A  | +18.3392V    +0.1617V    -0.0000V    -1.9362V  
1656626829.165 +93.7858A  +93.8136A  +93.8169A  +93.8052A  +93.6942A  +93.6887A  +93.6922A  +93.7035A  | 749.9999A  | +18.3397V    +0.1617V    -0.0000V    -1.9364V  
1656626829.694 +93.7839A  +93.8097A  +93.8162A  +93.8028A  +93.7118A  +93.6839A  +93.6892A  +93.7025A  | 750.0001A  | +18.3395V    +0.1617V    -0.0000V    -1.9362V  
1656626830.154 +93.7828A  +93.8083A  +93.8129A  +93.7986A  +93.7317A  +93.6790A  +93.6860A  +93.7004A  | 749.9997A  | +18.3396V    +0.1617V    -0.0000V    -1.9367V  
1656626830.695 +93.7829A  +93.8093A  +93.8153A  +93.8006A  +93.7235A  +93.6804A  +93.6869A  +93.7011A  | 750.0000A  | +18.3393V    +0.1617V    -0.0000V    -1.9358V  
1656626831.158 +93.7850A  +93.8118A  +93.8152A  +93.8014A  +93.7116A  +93.6830A  +93.6884A  +93.7032A  | 749.9995A  | +18.3396V    +0.1617V    -0.0000V    -1.9362V  
1656626831.692 +93.7841A  +93.8096A  +93.8171A  +93.8032A  +93.7150A  +93.6810A  +93.6885A  +93.7020A  | 750.0004A  | +18.3403V    +0.1617V    -0.0000V    -1.9364V  
1656626832.153 +93.7826A  +93.8088A  +931656626832.218 .8123A  +93.7973A  +93.7341A  +93.6770A  +93.6864A  +93.7017A  | 750.0000A  | +18.3431V    +0.1617V    -0.0000V    -1.9369V  
1656626832.669 +93.7823A  +93.8105A  +93.8136A  +93.7980A  +93.7250A  +93.6810A  +93.6878A  +93.7018A  | 750.0000A  | +18.3458V    +0.1617V    -0.0000V    -1.9378V  
1656626833.197 +93.7835A  +93.8127A  +93.8140A  +93.7998A  +93.7214A  +93.6792A  +93.6876A  +93.7020A  | 750.0002A  | +18.3479V    +0.1617V    -0.0000V    -1.9380V  
1656626833.659 +93.7836A  +93.8135A  +93.8130A  +93.7991A  +93.7191A  +93.6819A  +93.6880A  +93.7019A  | 750.0001A  | +18.3482V    +0.1617V    -0.0000V    -1.9384V  
1656626834.178 +93.7791A  +93.8144A  +93.8110A  +93.7959A  +93.7129A  +93.6858A  +93.6853A  +93.6990A  | 749.9834A  | +18.3480V    +0.1618V    -0.0000V    -1.9381V  
1656626834.641 +93.7771A  +93.8165A  +93.8102A  +93.7924A  +1656626834.705 93.7046A  +93.6881A  +93.6803A  +93.6965A  | 749.9657A  | +18.3486V    +0.1633V    -0.0000V    -1.9383V  
1656626835.158 +93.7796A  +93.8205A  +93.8100A  +93.7902A  +93.7200A  +93.6890A  +93.6812A  +93.6969A  | 749.9873A  | +18.3484V    +0.1643V    -0.0000V    -1.9385V  
1656626835.685 +93.7844A  +93.8227A  +93.8158A  +93.7970A  +93.7152A  +93.6924A  +93.6855A  +93.7000A  | 750.0130A  | +18.3475V    +0.1643V    -0.0000V    -1.9384V  
1656626836.147 +93.7819A  +93.8205A  +93.8168A  +93.7977A  +91656626836.212 3.7078A  +93.6927A  +93.6845A  +93.6974A  | 749.9992A  | +18.3482V    +0.1643V    -0.0000V    -1.9384V  
1656626836.668 +93.7842A  +93.8101A  +93.8138A  +93.7956A  +93.7094A  +93.6928A  +93.6856A  +93.6965A  | 749.9880A  | +18.3491V    +0.1643V    -0.0000V    -1.9388V  
1656626837.194 +93.7844A  +93.8093A  +93.8141A  +93.7976A  +93.7093A  +93.6932A  +93.6872A  +93.6971A  | 749.9922A  | +18.3498V    +0.1643V    -0.0000V    -1.9387V  
1656626837.654 +93.7859A  +93.8088A  +93.8152A  +93.7978A  +93.7092A  +93.6928A  +93.6870A  +93.6971A  | 749.9938A  | +18.3500V    +0.1642V    -0.0000V    -1.9386V  
